ID,test_id,dep_type,lhs,rhs
76,0,MVD,"[900, 360, 98]",[562]
77,0,MVD,"[647, 187]",[991]
78,0,MVD,"[236, 472, 279, 395, 52, 761, 794, 282, 327, 956, 132, 989, 617, 211]","[3, 120, 585, 295, 938]"
79,0,MVD,"[205, 206, 221, 34, 439]","[579, 108]"
80,0,MVD,[805],[781]
81,0,FD,"[676, 592, 272, 736, 341, 379, 399, 899, 660]",[667]
82,0,MVD,[855],"[458, 76]"
83,0,MVD,"[621, 4, 733, 45]","[919, 170, 80, 551, 870, 937, 144, 437]"
84,0,FD,"[30, 868, 407, 894, 399]",[596]
85,0,MVD,[374],"[350, 270, 222]"
86,0,FD,"[156, 419, 334]",[964]
87,0,FD,"[183, 915, 551]",[32]
88,0,MVD,"[73, 679]","[627, 108, 495, 226]"
89,0,MVD,"[807, 980, 507, 327, 532, 451, 940]","[360, 996, 691]"
90,0,FD,"[679, 168, 659, 175, 284]",[885]
91,0,MVD,"[773, 66, 556, 394, 251, 281, 872, 867, 620]","[890, 757]"
92,0,FD,[70],[244]
93,0,MVD,"[963, 812]","[833, 727]"
94,0,FD,"[747, 915, 357, 953, 85, 50]",[267]
95,0,FD,"[825, 897, 991, 424, 234, 77]",[147]
96,0,FD,[73],[113]
97,0,FD,"[850, 662, 946, 933, 284, 190, 413, 57]",[121]
98,0,FD,[431],[583]
99,0,FD,[702],[231]
